nearest_kb_similarity_threshold,centroid_similarity_threshold,lexical_gate_required,ticket_threshold,Tool Decision Accuracy,ANSWER F1,ANSWER Precision,ANSWER Recall,TICKET F1,TICKET Precision,TICKET Recall,REJECT F1,REJECT Precision,REJECT Recall,confusion_matrix,Macro-F1,FalseRejectRate,FalseAcceptRate,OODAnswerRate,TicketMissRate
0.25,0.3,True,0.4,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.3,True,0.45,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.3,False,0.3,0.69,0.8002680965147453,0.6692825112107623,0.995,0.5913621262458472,0.8811881188118812,0.445,0.03864734299516908,0.5714285714285714,0.02,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 12, 'REJECT': 4}}",0.4767591885852538,0.00375,0.98,0.92,0.555
0.25,0.3,False,0.35,0.699,0.8002680965147453,0.6692825112107623,0.995,0.6095890410958904,0.967391304347826,0.445,0.12037037037037038,0.8125,0.065,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 3, 'REJECT': 13}}",0.5100758359936687,0.00375,0.935,0.92,0.555
0.25,0.3,False,0.4,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.3,False,0.45,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.35,True,0.3,0.69,0.8002680965147453,0.6692825112107623,0.995,0.5913621262458472,0.8811881188118812,0.445,0.03864734299516908,0.5714285714285714,0.02,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 12, 'REJECT': 4}}",0.4767591885852538,0.00375,0.98,0.92,0.555
0.25,0.35,True,0.35,0.699,0.8002680965147453,0.6692825112107623,0.995,0.6095890410958904,0.967391304347826,0.445,0.12037037037037038,0.8125,0.065,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 3, 'REJECT': 13}}",0.5100758359936687,0.00375,0.935,0.92,0.555
0.25,0.35,True,0.4,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.35,True,0.45,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.35,False,0.3,0.69,0.8002680965147453,0.6692825112107623,0.995,0.5913621262458472,0.8811881188118812,0.445,0.03864734299516908,0.5714285714285714,0.02,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 12, 'REJECT': 4}}",0.4767591885852538,0.00375,0.98,0.92,0.555
0.25,0.35,False,0.35,0.699,0.8002680965147453,0.6692825112107623,0.995,0.6095890410958904,0.967391304347826,0.445,0.12037037037037038,0.8125,0.065,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 3, 'REJECT': 13}}",0.5100758359936687,0.00375,0.935,0.92,0.555
0.25,0.35,False,0.4,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.35,False,0.45,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.4,True,0.3,0.69,0.8002680965147453,0.6692825112107623,0.995,0.5913621262458472,0.8811881188118812,0.445,0.03864734299516908,0.5714285714285714,0.02,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 12, 'REJECT': 4}}",0.4767591885852538,0.00375,0.98,0.92,0.555
0.25,0.4,True,0.35,0.699,0.8002680965147453,0.6692825112107623,0.995,0.6095890410958904,0.967391304347826,0.445,0.12037037037037038,0.8125,0.065,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 3, 'REJECT': 13}}",0.5100758359936687,0.00375,0.935,0.92,0.555
0.25,0.4,True,0.4,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.4,True,0.45,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.4,False,0.3,0.69,0.8002680965147453,0.6692825112107623,0.995,0.5913621262458472,0.8811881188118812,0.445,0.03864734299516908,0.5714285714285714,0.02,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 12, 'REJECT': 4}}",0.4767591885852538,0.00375,0.98,0.92,0.555
0.25,0.4,False,0.35,0.699,0.8002680965147453,0.6692825112107623,0.995,0.6095890410958904,0.967391304347826,0.445,0.12037037037037038,0.8125,0.065,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 3, 'REJECT': 13}}",0.5100758359936687,0.00375,0.935,0.92,0.555
0.25,0.4,False,0.4,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.4,False,0.45,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.45,True,0.3,0.69,0.8002680965147453,0.6692825112107623,0.995,0.5913621262458472,0.8811881188118812,0.445,0.03864734299516908,0.5714285714285714,0.02,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 12, 'REJECT': 4}}",0.4767591885852538,0.00375,0.98,0.92,0.555
0.25,0.45,True,0.35,0.699,0.8002680965147453,0.6692825112107623,0.995,0.6095890410958904,0.967391304347826,0.445,0.12037037037037038,0.8125,0.065,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 3, 'REJECT': 13}}",0.5100758359936687,0.00375,0.935,0.92,0.555
0.25,0.45,True,0.4,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.45,True,0.45,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.45,False,0.3,0.69,0.8002680965147453,0.6692825112107623,0.995,0.5913621262458472,0.8811881188118812,0.445,0.03864734299516908,0.5714285714285714,0.02,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 12, 'REJECT': 4}}",0.4767591885852538,0.00375,0.98,0.92,0.555
0.25,0.45,False,0.35,0.699,0.8002680965147453,0.6692825112107623,0.995,0.6095890410958904,0.967391304347826,0.445,0.12037037037037038,0.8125,0.065,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 3, 'REJECT': 13}}",0.5100758359936687,0.00375,0.935,0.92,0.555
0.25,0.45,False,0.4,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.45,False,0.45,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.5,True,0.3,0.69,0.8002680965147453,0.6692825112107623,0.995,0.5913621262458472,0.8811881188118812,0.445,0.03864734299516908,0.5714285714285714,0.02,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 12, 'REJECT': 4}}",0.4767591885852538,0.00375,0.98,0.92,0.555
0.25,0.5,True,0.35,0.699,0.8002680965147453,0.6692825112107623,0.995,0.6095890410958904,0.967391304347826,0.445,0.12037037037037038,0.8125,0.065,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 3, 'REJECT': 13}}",0.5100758359936687,0.00375,0.935,0.92,0.555
0.25,0.5,True,0.4,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.5,True,0.45,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.5,False,0.3,0.69,0.8002680965147453,0.6692825112107623,0.995,0.5913621262458472,0.8811881188118812,0.445,0.03864734299516908,0.5714285714285714,0.02,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 12, 'REJECT': 4}}",0.4767591885852538,0.00375,0.98,0.92,0.555
0.25,0.5,False,0.35,0.699,0.8002680965147453,0.6692825112107623,0.995,0.6095890410958904,0.967391304347826,0.445,0.12037037037037038,0.8125,0.065,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 3, 'REJECT': 13}}",0.5100758359936687,0.00375,0.935,0.92,0.555
0.25,0.5,False,0.4,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.5,False,0.45,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.55,True,0.3,0.69,0.8002680965147453,0.6692825112107623,0.995,0.5913621262458472,0.8811881188118812,0.445,0.03864734299516908,0.5714285714285714,0.02,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 12, 'REJECT': 4}}",0.4767591885852538,0.00375,0.98,0.92,0.555
0.25,0.55,True,0.35,0.699,0.8002680965147453,0.6692825112107623,0.995,0.6095890410958904,0.967391304347826,0.445,0.12037037037037038,0.8125,0.065,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 3, 'REJECT': 13}}",0.5100758359936687,0.00375,0.935,0.92,0.555
0.25,0.55,True,0.4,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.55,True,0.45,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.55,False,0.3,0.69,0.8002680965147453,0.6692825112107623,0.995,0.5913621262458472,0.8811881188118812,0.445,0.03864734299516908,0.5714285714285714,0.02,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 12, 'REJECT': 4}}",0.4767591885852538,0.00375,0.98,0.92,0.555
0.25,0.55,False,0.35,0.699,0.8002680965147453,0.6692825112107623,0.995,0.6095890410958904,0.967391304347826,0.445,0.12037037037037038,0.8125,0.065,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 3, 'REJECT': 13}}",0.5100758359936687,0.00375,0.935,0.92,0.555
0.25,0.55,False,0.4,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.25,0.55,False,0.45,0.701,0.8002680965147453,0.6692825112107623,0.995,0.6137931034482759,0.9888888888888889,0.445,0.13761467889908258,0.8333333333333334,0.075,"{'ANSWER': {'ANSWER': 597, 'TICKET': 0, 'REJECT': 3}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 184, 'TICKET': 1, 'REJECT': 15}}",0.5172252929540345,0.00375,0.925,0.92,0.555
0.3,0.25,True,0.3,0.716,0.8136986301369863,0.6906976744186046,0.99,0.5913621262458472,0.8811881188118812,0.445,0.27615062761506276,0.8461538461538461,0.165,"{'ANSWER': {'ANSWER': 594, 'TICKET': 0, 'REJECT': 6}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 155, 'TICKET': 12, 'REJECT': 33}}",0.5604037946659653,0.0075,0.835,0.775,0.555
0.3,0.25,True,0.35,0.725,0.8136986301369863,0.6906976744186046,0.99,0.6095890410958904,0.967391304347826,0.445,0.33870967741935487,0.875,0.21,"{'ANSWER': {'ANSWER': 594, 'TICKET': 0, 'REJECT': 6}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 155, 'TICKET': 3, 'REJECT': 42}}",0.5873324495507438,0.0075,0.79,0.775,0.555
0.3,0.25,True,0.4,0.727,0.8136986301369863,0.6906976744186046,0.99,0.6137931034482759,0.9888888888888889,0.445,0.352,0.88,0.22,"{'ANSWER': {'ANSWER': 594, 'TICKET': 0, 'REJECT': 6}, 'TICKET': {'ANSWER': 111, 'TICKET': 89, 'REJECT': 0}, 'REJECT': {'ANSWER': 155, 'TICKET': 1, 'REJECT': 44}}",0.5931639111950874,0.0075,0.78,0.775,0.555
